CUE,TARGET, QSS, TSS
ADULTERY,SEX,11,15
ADULTERY,SIN,11,13
ADULTERY,MAN,11,9
ADULTERY,AFFAIR,11,19
ADULTERY,BAD,11,9
ADULTERY,CRIME,11,24
ADULTERY,FORNICATION,11, NULL
ADULTERY,MARRIAGE,11,19
ADULTERY,SCARLET,11, NULL
ADULTERY,WOMEN,11,13
ADULTS,CHILDREN,17,17
ADULTS,PARENTS,17,22
ADULTS,CHILD,17,15
ADULTS,KIDS,17,24
ADULTS,PEOPLE,17,18
ADULTS,GROWN-UPS,17,7
ADULTS,OLD,17,9
ADULTS,MATURE,17,15
ADULTS,ELDERS,17,12
ADULTS,AUTHORITY,17,18
ADULTS,BIG,17,9
ADULTS,BORING,17,16
ADULTS,MALES,17, NULL
ADULTS,OLDER,17, NULL
ADULTS,TEENAGERS,17, NULL
ADULTS,WISE,17,10
ADULTS,X-RATED,17, NULL
ADVANCE,FORWARD,21,13
ADVANCE,MOVE,21,27
ADVANCE,AHEAD,21,12
ADVANCE,GO,21,14
ADVANCE,PAY,21,13
ADVANCE,RETREAT,21,27
ADVANCE,BEHIND,21,16
ADVANCE,DECLINE,21,17
ADVANCE,FURTHER,21,13
ADVANCE,SMART,21,14
ADVANCE,ACHIEVE,21,17
ADVANCE,CASH,21,4
ADVANCE,CHARGE,21,13
ADVANCE,CLASS,21,23
ADVANCE,EXCEL,21,25
ADVANCE,GAME,21,13
ADVANCE,JOB,21,7
ADVANCE,MONEY,21,19
ADVANCE,PASS,21,20
ADVANCE,PROGRESS,21, NULL
ADVANCE,PROMOTION,21, NULL
ADVENTURE,ISLAND,18,19
ADVENTURE,FUN,18,15
ADVENTURE,EXCITEMENT,18,17
ADVENTURE,TRIP,18,10
ADVENTURE,JOURNEY,18,12
ADVENTURE,ACTION,18,20
ADVENTURE,EXCITING,18,15
ADVENTURE,BOOK,18,15
ADVENTURE,BORING,18,16
ADVENTURE,DANGER,18,23
ADVENTURE,EXPEDITION,18, NULL
ADVENTURE,HIKE,18,14
ADVENTURE,INDIANAJONES,18, NULL
ADVENTURE,SAFARI,18,15
ADVENTURE,SPACE,18,25
ADVENTURE,TELEVISION,18,19
ADVENTURE,THRILL,18, NULL
ADVENTURE,WILD,18,15
ADVENTUROUS,DARING,23,25
ADVENTUROUS,FUN,23,15
ADVENTUROUS,BORING,23,16
ADVENTUROUS,WILD,23,15
ADVENTUROUS,BRAVE,23,15
ADVENTUROUS,OUTGOING,23,27
ADVENTUROUS,EXCITING,23,15
ADVENTUROUS,RISK,23,13
ADVENTUROUS,SPONTANEOUS,23,18
ADVENTUROUS,CURIOUS,23,18
ADVENTUROUS,DANGEROUS,23,22
ADVENTUROUS,SCARY,23,13
ADVENTUROUS,TRIP,23,10
ADVENTUROUS,ARMY,23,12
ADVENTUROUS,COURAGEOUS,23,10
ADVENTUROUS,DULL,23,11
ADVENTUROUS,EXPLORE,23, NULL
ADVENTUROUS,EXPLORER,23,20
ADVENTUROUS,ME,23,12
ADVENTUROUS,SAFARI,23,15
ADVENTUROUS,SCARED,23,12
ADVENTUROUS,TIMID,23,8
ADVENTUROUS,TRAVELER,23, NULL
ADVERB,ADJECTIVE,12,11
ADVERB,NOUN,12,7
ADVERB,VERB,12,10
ADVERB,ENGLISH,12,16
ADVERB,PRONOUN,12,13
ADVERB,PROVERB,12,15
ADVERB,WORD,12,20
ADVERB,GRAMMAR,12,11
ADVERB,MODIFY,12, NULL
ADVERB,QUICKLY,12, NULL
ADVERB,SLOWLY,12, NULL
ADVERB,SYNONYM,12, NULL
ADVERSARY,ENEMY,12,17
ADVERSARY,OPPONENT,12,19
ADVERSARY,FRIEND,12,22
ADVERSARY,FOE,12,8
ADVERSARY,COMPETITION,12,21
ADVERSARY,AGAINST,12,16
ADVERSARY,ALLY,12, NULL
ADVERSARY,BAD,12,9
ADVERSARY,DIFFERENT,12,12
ADVERSARY,OPPOSITE,12,19
ADVERSARY,PERSON,12,14
ADVERSARY,VOCABULARY,12,15
ADVERTISEMENT,TELEVISION,18,19
ADVERTISEMENT,COMMERCIAL,18,10
ADVERTISEMENT,NEWSPAPER,18,23
ADVERTISEMENT,MAGAZINE,18,13
ADVERTISEMENT,BILLBOARD,18,13
ADVERTISEMENT,PRODUCT,18,24
ADVERTISEMENT,SELL,18,14
ADVERTISEMENT,AD,18,19
ADVERTISEMENT,BUY,18,13
ADVERTISEMENT,PROPAGANDA,18, NULL
ADVERTISEMENT,SALE,18,17
ADVERTISEMENT,SIGN,18,15
ADVERTISEMENT,AGENCY,18,19
ADVERTISEMENT,ARTICLE,18,13
ADVERTISEMENT,BUSINESS,18,21
ADVERTISEMENT,CAR,18,25
ADVERTISEMENT,MONEY,18,19
ADVERTISEMENT,PICTURE,18,11
ADVICE,HELP,20,23
ADVICE,COUNSEL,20,19
ADVICE,GOOD,20,8
ADVICE,GIVE,20,13
ADVICE,OPINION,20,23
ADVICE,FRIEND,20,22
ADVICE,SUGGESTION,20,21
ADVICE,MOTHER,20,13
ADVICE,PARENT,20,10
ADVICE,TALK,20,18
ADVICE,CONSENT,20, NULL
ADVICE,BAD,20,9
ADVICE,COLUMN,20,17
ADVICE,WORD,20,20
ADVICE,CHOICE,20,14
ADVICE,COMMENT,20,20
ADVICE,FREE,20,26
ADVICE,IDEA,20,17
ADVICE,LISTEN,20,15
ADVICE,TELL,20,19
ADVIL,HEADACHE,13,13
ADVIL,TYLENOL,13,11
ADVIL,PAIN,13,13
ADVIL,ASPIRIN,13,10
ADVIL,MEDICINE,13,27
ADVIL,PILL,13,14
ADVIL,CRAMP,13,14
ADVIL,HAMMER,13,7
ADVIL,RELIEF,13,18
ADVIL,ACHE,13,7
ADVIL,BAYER,13, NULL
ADVIL,DRUG,13,20
ADVIL,RELIEVE,13, NULL
ADVISE,HELP,19,23
ADVISE,COUNSEL,19,19
ADVISE,TELL,19,19
ADVISE,FRIEND,19,22
ADVISE,SUGGEST,19,23
ADVISE,ADVICE,19,20
ADVISE,GIVE,19,13
ADVISE,MOM,19,5
ADVISE,OPINION,19,23
ADVISE,TALK,19,18
ADVISE,TEACH,19,15
ADVISE,ACADEMIC,19, NULL
ADVISE,COLUMN,19,17
ADVISE,COUNSELOR,19, NULL
ADVISE,GUIDE,19,14
ADVISE,INFORM,19,14
ADVISE,LECTURE,19,16
ADVISE,LUCI,19, NULL
ADVISE,TEACHER,19,12
AEROBICS,EXERCISE,15,28
AEROBICS,SWEAT,15,16
AEROBICS,DANCE,15,19
AEROBICS,WORKOUT,15,13
AEROBICS,FUN,15,15
AEROBICS,SHAPELY,15, NULL
AEROBICS,FITNESS,15,20
AEROBICS,JUMP,15,12
AEROBICS,GIRLS,15,10
AEROBICS,PAIN,15,13
AEROBICS,RUN,15,10
AEROBICS,STEP,15,10
AEROBICS,TIRING,15, NULL
AEROBICS,ACTIVITY,15,22
AEROBICS,SPORT,15,12
AFFAIR,CHEAT,19,18
AFFAIR,LOVE,19,18
AFFAIR,SEX,19,15
AFFAIR,ADULTERY,19,11
AFFAIR,MARRIAGE,19,19
AFFAIR,EVENT,19,22
AFFAIR,FAMILY,19,25
AFFAIR,RELATIONSHIP,19,19
AFFAIR,FLING,19,13
AFFAIR,PARTY,19,22
AFFAIR,PEOPLE,19,18
AFFAIR,ROMANCE,19,9
AFFAIR,WRONG,19,6
AFFAIR,CURRENT,19,21
AFFAIR,DIVORCE,19,11
AFFAIR,HAPPENING,19,11
AFFAIR,INFIDELITY,19, NULL
AFFAIR,LUST,19,8
AFFAIR,WOMAN,19,7
AFFECT,EFFECT,16,13
AFFECT,CAUSE,16,19
AFFECT,BOTHER,16,18
AFFECT,CHANGE,16,15
AFFECT,INFLUENCE,16,19
AFFECT,FEELING,16,18
AFFECT,DEFECT,16, NULL
AFFECT,HARM,16,9
AFFECT,EFFORT,16,18
AFFECT,EMOTION,16,11
AFFECT,HURT,16,12
AFFECT,IMPACT,16,12
AFFECT,PLUG,16,25
AFFECT,RESPONSE,16,12
AFFECT,RESULT,16,17
AFFECT,TOUCH,16,10
AFFECTION,LOVE,6,18
AFFECTION,HUG,6,13
AFFECTION,CARE,6,18
AFFECTION,KISS,6,13
AFFECTION,LUST,6,8
AFFECTION,SHOW,6,24
AFRAID,SCARE,9,11
AFRAID,FEAR,9,17
AFRAID,DARK,9,8
AFRAID,FRIGHT,9,8
AFRAID,GHOST,9,24
AFRAID,ALONE,9,19
AFRAID,BRAVE,9,15
AFRAID,QUIET,9,12
AFRAID,RUN,9,10
AFRICA,CONTINENT,16,16
AFRICA,BLACK,16,10
AFRICA,COUNTRY,16,19
AFRICA,APARTHEID,16, NULL
AFRICA,JUNGLE,16,21
AFRICA,HOT,16,8
AFRICA,SOUTH,16,7
AFRICA,ASIA,16,19
AFRICA,ANIMALS,16,22
AFRICA,DESERT,16,8
AFRICA,ELEPHANT,16,19
AFRICA,EXOTIC,16, NULL
AFRICA,FREEDOM,16,24
AFRICA,GREEN,16,17
AFRICA,LION,16,15
AFRICA,POOR,16,11
AFTER,BEFORE,10,4
AFTER,LATER,10, NULL
AFTER,NOON,10,13
AFTER,DARK,10,8
AFTER,MATH,10,19
AFTER,NOW,10,9
AFTER,HOURS,10,15
AFTER,MORNING,10,18
AFTER,POST,10,14
AFTER,TOMORROW,10,9
AFTERNOON,NIGHT,20,6
AFTERNOON,EVENING,20,8
AFTERNOON,HOT,20,8
AFTERNOON,SUN,20,14
AFTERNOON,LUNCH,20,17
AFTERNOON,MORNING,20,18
AFTERNOON,DAY,20,6
AFTERNOON,NAP,20,11
AFTERNOON,MIDDAY,20, NULL
AFTERNOON,SUNNY,20,13
AFTERNOON,DAYTIME,20, NULL
AFTERNOON,SOAP,20,22
AFTERNOON,CLASS,20,23
AFTERNOON,HOME,20,15
AFTERNOON,LATE,20,11
AFTERNOON,MIDNIGHT,20,20
AFTERNOON,OFF,20,2
AFTERNOON,SUNDAY,20,17
AFTERNOON,SUNSET,20,14
AFTERNOON,TIRED,20,14
AGAIN,REPEAT,12,18
AGAIN,OVER,12,11
AGAIN,NEVER,12,9
AGAIN,AGAIN,12,12
AGAIN,STOP,12,8
AGAIN,RE-DO,12, NULL
AGAIN,TRY,12,16
AGAIN,TWICE,12,13
AGAIN,ONCE,12,12
AGAIN,DO,12,20
AGAIN,NOT,12,21
AGAIN,NOW,12,9
AGAINST,FOR,16,13
AGAINST,ODDS,16,7
AGAINST,ANTI,16, NULL
AGAINST,OPPOSE,16, NULL
AGAINST,WITH,16,12
AGAINST,NO,16,9
AGAINST,WILL,16,12
AGAINST,CON,16,15
AGAINST,FIGHT,16,24
AGAINST,REBEL,16,26
AGAINST,ENEMY,16,17
AGAINST,FORCE,16,17
AGAINST,LEAN,16,22
AGAINST,PRO,16,15
AGAINST,RESIST,16, NULL
AGAINST,TOGETHER,16,19
AGE,OLD,20,9
AGE,YEAR,20,12
AGE,YOUNG,20,9
AGE,TIME,20,14
AGE,EIGHTEEN,20, NULL
AGE,NINETEEN,20, NULL
AGE,NUMBER,20,17
AGE,TWENTYONE,20, NULL
AGE,TWENTY,20, NULL
AGE,BIRTHDAY,20,15
AGE,MATURITY,20, NULL
AGE,WISDOM,20,16
AGE,BEAUTY,20,17
AGE,DRINKING,20, NULL
AGE,ERA,20,16
AGE,LIMIT,20,21
AGE,PEOPLE,20,18
AGE,SEVENTEEN,20, NULL
AGE,SEX,20,15
AGE,WEIGHT,20,14
AGENCY,COMPANY,19,15
AGENCY,WORK,19,19
AGENCY,BUSINESS,19,21
AGENCY,INSURANCE,19,21
AGENCY,OFFICE,19,18
AGENCY,TRAVEL,19,25
AGENCY,GOVERNMENT,19,19
AGENCY,PLACE,19,22
AGENCY,CORPORATION,19,8
AGENCY,HELP,19,23
AGENCY,JOB,19,7
AGENCY,FIRM,19,20
AGENCY,ADVERTISING,19, NULL
AGENCY,BUILDING,19,20
AGENCY,BUREAU,19,21
AGENCY,EMPLOYMENT,19,6
AGENCY,GROUP,19,23
AGENCY,TALENT,19,16
AGENCY,TEMPORARY,19, NULL
AGENDA,SCHEDULE,14,15
AGENDA,LIST,14,14
AGENDA,PLAN,14,28
AGENDA,CALENDAR,14,8
AGENDA,MEETING,14,13
AGENDA,BOOK,14,15
AGENDA,WORK,14,19
AGENDA,BUSY,14,24
AGENDA,AMERICAN,14,19
AGENDA,ITINERARY,14, NULL
AGENDA,ORDER,14,22
AGENDA,ORGANIZE,14,23
AGENDA,ROLL,14,20
AGENDA,THINGS,14,12
AGENT,FBI,24,17
AGENT,SECRET,24,24
AGENT,INSURANCE,24,21
AGENT,TRAVEL,24,25
AGENT,UNDERCOVER,24, NULL
AGENT,OO7,24, NULL
AGENT,FEDERAL,24,18
AGENT,HELP,24,23
AGENT,PERSON,24,14
AGENT,REALESTATE,24,11
AGENT,SPORTS,24,20
AGENT,ACTOR,24,14
AGENT,GOVERNMENT,24,19
AGENT,REPRESENTATIVE,24, NULL
AGENT,SPY,24,26
AGENT,AUTHORITY,24,18
AGENT,BOND,24,23
AGENT,DETECTIVE,24,15
AGENT,MODEL,24,20
AGENT,MONEY,24,19
AGENT,OFFICER,24,13
AGENT,ORANGE,24,14
AGENT,POLICE,24,19
AGENT,SALES,24,26
AGGRAVATE,ANNOY,11,15
AGGRAVATE,IRRITATE,11,12
AGGRAVATE,BOTHER,11,18
AGGRAVATE,MAD,11,11
AGGRAVATE,ANGER,11,14
AGGRAVATE,ASSAULT,11,18
AGGRAVATE,PISSOFF,11, NULL
AGGRAVATE,ANGRY,11,9
AGGRAVATE,FRUSTRATE,11,15
AGGRAVATE,AGITATE,11, NULL
AGGRAVATE,SISTER,11,16
AGGRESSIVE,MEAN,20,18
AGGRESSIVE,STRONG,20,11
AGGRESSIVE,FIGHT,20,24
AGGRESSIVE,PUSHY,20,21
AGGRESSIVE,ANGRY,20,9
AGGRESSIVE,FORCEFUL,20,23
AGGRESSIVE,PASSIVE,20,16
AGGRESSIVE,FORWARD,20,13
AGGRESSIVE,ROUGH,20,17
AGGRESSIVE,ANGER,20,14
AGGRESSIVE,SEX,20,15
AGGRESSIVE,BAD,20,9
AGGRESSIVE,GIRLS,20,10
AGGRESSIVE,HIT,20,18
AGGRESSIVE,MEN,20,10
AGGRESSIVE,OUTGOING,20,27
AGGRESSIVE,PERSISTENT,20, NULL
AGGRESSIVE,POWERFUL,20,10
AGGRESSIVE,RUDE,20,20
AGGRESSIVE,SHY,20,16
AGONY,PAIN,8,13
AGONY,DEFEAT,8,9
AGONY,ECSTASY,8,20
AGONY,FEAR,8,17
AGONY,HURT,8,12
AGONY,MISERY,8,19
AGONY,HATE,8,12
AGONY,HEARTACHE,8, NULL
AGREE,DISAGREE,11,9
AGREE,YES,11,7
AGREE,COMPROMISE,11, NULL
AGREE,CONSENT,11, NULL
AGREE,COMPLY,11, NULL
AGREE,PLEASE,11,19
AGREE,COINCIDE,11, NULL
AGREE,HARMONY,11,12
AGREE,SAME,11,8
AGREE,SHAMPOO,11,7
AGREE,SIMILAR,11,5
AGREEMENT,DISAGREEMENT,17,8
AGREEMENT,CONTRACT,17,17
AGREEMENT,COMPROMISE,17, NULL
AGREEMENT,YES,17,7
AGREEMENT,PACT,17, NULL
AGREEMENT,AGREE,17,11
AGREEMENT,ARGUMENT,17,11
AGREEMENT,HARMONY,17,12
AGREEMENT,SETTLEMENT,17, NULL
AGREEMENT,BELIEVE,17,23
AGREEMENT,BET,17,10
AGREEMENT,COMPLY,17, NULL
AGREEMENT,CONSENT,17, NULL
AGREEMENT,DOCUMENT,17,17
AGREEMENT,TOGETHER,17,19
AGREEMENT,UNDERSTAND,17,12
AGREEMENT,WRITTEN,17, NULL
AGRICULTURE,FARM,18,12
AGRICULTURE,PLANT,18,14
AGRICULTURE,LAND,18,25
AGRICULTURE,CROPS,18,13
AGRICULTURE,FARMER,18,33
AGRICULTURE,FOOD,18,18
AGRICULTURE,GRASS,18,14
AGRICULTURE,VEGETABLES,18,21
AGRICULTURE,GREEN,18,17
AGRICULTURE,COW,18,10
AGRICULTURE,EARTH,18,12
AGRICULTURE,ENVIRONMENT,18,21
AGRICULTURE,FIELD,18,34
AGRICULTURE,GARDEN,18,14
AGRICULTURE,GROW,18,24
AGRICULTURE,MIDWEST,18, NULL
AGRICULTURE,ORANGES,18, NULL
AGRICULTURE,TREES,18,19
AHEAD,BEHIND,12,16
AHEAD,FORWARD,12,13
AHEAD,FRONT,12,5
AHEAD,BEFORE,12,4
AHEAD,GO,12,14
AHEAD,STRAIGHT,12,12
AHEAD,BACK,12,12
AHEAD,BEYOND,12,20
AHEAD,FAR,12,12
AHEAD,FUTURE,12,9
AHEAD,LEAD,12,14
AHEAD,SIGN,12,15
AHOY,SHIP,15,9
AHOY,HELLO,15,7
AHOY,MATE,15,19
AHOY,CHIPS,15,20
AHOY,COOKIES,15, NULL
AHOY,CAPTAIN,15,13
AHOY,BOAT,15,16
AHOY,HAPPY,15,8
AHOY,SAILOR,15,14
AHOY,GOODBYE,15,10
AHOY,SAILING,15,11
AHOY,HEY,15, NULL
AHOY,HI,15, NULL
AHOY,LAND,15,25
AHOY,PIRATES,15, NULL
AID,HELP,7,23
AID,FIRST,7,11
AID,BANDAID,7,14
AID,FINANCIAL,7,13
AID,MONEY,7,19
AID,HOSPITAL,7,17
AID,INJURY,7,12
AIDS,DISEASE,14,12
AIDS,DEATH,14,15
AIDS,HELP,14,23
AIDS,HIV,14, NULL
AIDS,SCARY,14,13
AIDS,SEX,14,15
AIDS,DEAD,14,18
AIDS,SAD,14,7
AIDS,VIRUS,14,13
AIDS,SICK,14,13
AIDS,GAY,14, NULL
AIDS,HEALTH,14,21
AIDS,KILL,14,19
AIDS,RESEARCH,14,16
AIM,FIRE,13,18
AIM,SHOOT,13,12
AIM,GOAL,13,21
AIM,TARGET,13,13
AIM,TOOTHPASTE,13,13
AIM,HIGH,13,11
AIM,GUN,13,18
AIM,POINT,13,24
AIM,DIRECT,13,17
AIM,HIT,13,18
AIM,LOOK,13,11
AIM,SPOT,13,12
AIM,THROW,13,14
AIR,BREATHE,17,16
AIR,OXYGEN,17,11
AIR,PLANE,17,12
AIR,CLOUD,17,8
AIR,SUPPLY,17,12
AIR,WATER,17,18
AIR,POLLUTION,17,14
AIR,SKY,17,12
AIR,CONDITION,17,26
AIR,CLEAN,17,13
AIR,WIND,17,19
AIR,HOT,17,8
AIR,ATMOSPHERE,17,14
AIR,BALLOON,17,21
AIR,FLY,17,19
AIR,LIFE,17,11
AIR,MOLECULE,17,8
AIRFORCE,PLANE,15,12
AIRFORCE,NAVY,15,10
AIRFORCE,ARMY,15,12
AIRFORCE,MARINES,15,18
AIRFORCE,JET,15,10
AIRFORCE,MILITARY,15,19
AIRFORCE,PILOT,15,8
AIRFORCE,ACADEMY,15, NULL
AIRFORCE,BASE,15,20
AIRFORCE,AIRPLANE,15,21
AIRFORCE,F-16,15, NULL
AIRFORCE,FLY,15,19
AIRFORCE,MACDILL,15, NULL
AIRFORCE,MEN,15,10
AIRFORCE,UNIFORM,15,20
AIRCRAFT,PLANE,12,12
AIRCRAFT,CARRIER,12, NULL
AIRCRAFT,AIRPLANE,12,21
AIRCRAFT,FLY,12,19
AIRCRAFT,PILOT,12,8
AIRCRAFT,AIRFORCE,12,15
AIRCRAFT,AIRPORT,12,6
AIRCRAFT,F-16,12, NULL
AIRCRAFT,DELTA,12, NULL
AIRCRAFT,FLIGHT,12,9
AIRCRAFT,JET,12,10
AIRCRAFT,SKY,12,12
AIRPLANE,FLY,21,19
AIRPLANE,CRASH,21,16
AIRPLANE,JET,21,10
AIRPLANE,SKY,21,12
AIRPLANE,FLIGHT,21,9
AIRPLANE,PILOT,21,8
AIRPLANE,AIRPORT,21,6
AIRPLANE,WINGS,21,8
AIRPLANE,CAR,21,25
AIRPLANE,MOVIE,21,21
AIRPLANE,BIRD,21,23
AIRPLANE,BOAT,21,16
AIRPLANE,HELICOPTER,21,15
AIRPLANE,TRANSPORTATION,21,9
AIRPLANE,TRAVEL,21,25
AIRPLANE,AIR,21,17
AIRPLANE,AIRCRAFT,21,12
AIRPLANE,ENGINE,21,16
AIRPLANE,RIDE,21,14
AIRPLANE,TRAIN,21,19
AIRPLANE,TRIP,21,10
AIRPORT,PLANE,6,12
AIRPORT,FLY,6,19
AIRPORT,DEPARTURE,6, NULL
AIRPORT,PEOPLE,6,18
AIRPORT,TRAVEL,6,25
AIRPORT,TRIP,6,10
ALARM,CLOCK,12,7
ALARM,BELL,12,11
ALARM,AWAKE,12,9
ALARM,SOUND,12,10
ALARM,FIRE,12,18
ALARM,RING,12,13
ALARM,SCARE,12,11
ALARM,MORNING,12,18
ALARM,ALERT,12,13
ALARM,FRIGHT,12,8
ALARM,LOUD,12,11
ALARM,UP,12,5
ALBUM,RECORD,8,14
ALBUM,PICTURE,8,11
ALBUM,PHOTO,8,15
ALBUM,MUSIC,8,25
ALBUM,CD,8, NULL
ALBUM,COVER,8,23
ALBUM,TAPE,8,18
ALBUM,LP,8, NULL
ALCOHOL,BEER,12,22
ALCOHOL,DRINK,12,20
ALCOHOL,DRUG,12,20
ALCOHOL,DRUNK,12,19
ALCOHOL,ABUSE,12,15
ALCOHOL,FUN,12,15
ALCOHOL,PARTY,12,22
ALCOHOL,ALCOHOLISM,12, NULL
ALCOHOL,DRUNKDRIVING,12, NULL
ALCOHOL,INTOXICATE,12,10
ALCOHOL,PROBLEM,12,13
ALCOHOL,VODKA,12,17
ALE,BEER,7,22
ALE,GINGER,7, NULL
ALE,STEAK,7,19
ALE,DRINK,7,20
ALE,HOUSE,7,13
ALE,LAGER,7, NULL
ALE,WINE,7,22
ALERT,AWAKE,13,9
ALERT,AWARE,13,18
ALERT,RED,13,14
ALERT,FIRE,13,18
ALERT,ALARM,13,12
ALERT,ASLEEP,13,15
ALERT,READY,13,15
ALERT,ATTENTIVE,13, NULL
ALERT,ACTION,13,20
ALERT,CAFFEINE,13,13
ALERT,NOTIFY,13,12
ALERT,ONGUARD,13, NULL
ALERT,OPEN,13,5
ALGAE,GREEN,16,17
ALGAE,FUNGUS,16,16
ALGAE,POOL,16,13
ALGAE,WATER,16,18
ALGAE,BACTERIA,16,19
ALGAE,LAKE,16,15
ALGAE,SCUM,16,23
ALGAE,PLANT,16,14
ALGAE,POND,16,8
ALGAE,SLIME,16,15
ALGAE,MOSS,16,11
ALGAE,OCEAN,16,17
ALGAE,BIOLOGY,16,22
ALGAE,GROSS,16,16
ALGAE,MOLD,16,15
ALGAE,SEAWEED,16, NULL
ALGEBRA,MATH,9,19
ALGEBRA,CALCULUS,9,7
ALGEBRA,HARD,9,10
ALGEBRA,NUMBER,9,17
ALGEBRA,CONFUSION,9,29
ALGEBRA,FORMULA,9,17
ALGEBRA,HATE,9,12
ALGEBRA,TRIGONOMETRY,9,8
ALGEBRA,YUCK,9,15
ALIKE,SAME,7,8
ALIKE,DIFFERENT,7,12
ALIKE,SIMILAR,7,5
ALIKE,TWIN,7,15
ALIKE,DIFFER,7,18
ALIKE,DISSIMILAR,7,12
ALIKE,IDENTICAL,7,6
ALIVE,DEAD,14,18
ALIVE,LIVING,14,11
ALIVE,WELL,14,12
ALIVE,BREATHE,14,16
ALIVE,GOOD,14,8
ALIVE,KICKING,14, NULL
ALIVE,LIVE,14,18
ALIVE,BABY,14,19
ALIVE,DEATH,14,15
ALIVE,HAPPY,14,8
ALIVE,HEALTHY,14,19
ALIVE,LIFE,14,11
ALIVE,VIBRANT,14, NULL
ALIVE,WAKE,14,18
ALL,NONE,12,11
ALL,EVERYONE,12, NULL
ALL,MANY,12,8
ALL,EVERY,12, NULL
ALL,EVERYTHING,12,8
ALL,NOTHING,12,15
ALL,ANY,12, NULL
ALL,MOST,12,12
ALL,TOGETHER,12,19
ALL,WHOLE,12,16
ALL,ONE,12,6
ALL,SOME,12,16
ALLEGIANCE,PLEDGE,7,16
ALLEGIANCE,FLAG,7,12
ALLEGIANCE,LOYALTY,7,14
ALLEGIANCE,FRIEND,7,22
ALLEGIANCE,HONOR,7,25
ALLEGIANCE,PATRIOTIC,7,22
ALLEGIANCE,TIE,7,17
ALLERGY,SNEEZE,15,13
ALLERGY,COLD,15,19
ALLERGY,SHOT,15,13
ALLERGY,SINUS,15,15
ALLERGY,NOSE,15,15
ALLERGY,ITCH,15,4
ALLERGY,MEDICINE,15,27
ALLERGY,COUGH,15,11
ALLERGY,ATTACK,15,20
ALLERGY,DUST,15,16
ALLERGY,HAYFEVER,15, NULL
ALLERGY,RASH,15,18
ALLERGY,SICK,15,13
ALLERGY,SKIN,15,23
ALLERGY,SYMPTOM,15,16
ALLEY,STREET,18,15
ALLEY,DARK,18,8
ALLEY,CAT,18,3
ALLEY,ROAD,18,24
ALLEY,WAY,18,14
ALLEY,GARBAGE,18,14
ALLEY,CAN,18,20
ALLEY,CORRIDOR,18,5
ALLEY,LANE,18,15
ALLEY,MUG,18,9
ALLEY,BACK,18,12
ALLEY,BLACK,18,10
ALLEY,BOWLING,18,13
ALLEY,BUILDING,18,20
ALLEY,HALL,18,19
ALLEY,NEWYORK,18,15
ALLEY,TRASH,18,11
ALLEY,WALK,18,12
ALLIGATOR,CROCODILE,13,14
ALLIGATOR,ANIMAL,13,28
ALLIGATOR,FLORIDA,13,16
ALLIGATOR,REPTILE,13,8
ALLIGATOR,ALLEY,13,18
ALLIGATOR,SWAMP,13,24
ALLIGATOR,RIVER,13,20
ALLIGATOR,TEETH,13,16
ALLIGATOR,BIG,13,9
ALLIGATOR,BITE,13,19
ALLIGATOR,DANGEROUS,13,22
ALLIGATOR,GREEN,13,17
ALLIGATOR,LAKE,13,15
ALLOW,LET,16,14
ALLOW,PERMIT,16,15
ALLOW,PERMISSION,16,18
ALLOW,GO,16,14
ALLOW,FORBID,16,22
ALLOW,CAN,16,20
ALLOW,DISALLOW,16,14
ALLOW,FREE,16,26
ALLOW,FREEDOM,16,24
ALLOW,GIVE,16,13
ALLOW,MAKE,16,14
ALLOW,OKAY,16,13
ALLOW,PERMISSIVE,16, NULL
ALLOW,REFUSE,16,18
ALLOW,RESTRICTION,16,14
ALLOW,YES,16,7
ALMANAC,BOOK,18,15
ALMANAC,MAP,18,16
ALMANAC,DICTIONARY,18,8
ALMANAC,FACTS,18,14
ALMANAC,INFORMATION,18,22
ALMANAC,WORLD,18,12
ALMANAC,ATLAS,18,10
ALMANAC,CALENDAR,18,8
ALMANAC,FARMERS,18, NULL
ALMANAC,ENCYCLOPEDIA,18,14
ALMANAC,YEAR,18,12
ALMANAC,EVENTS,18, NULL
ALMANAC,ROADS,18, NULL
ALMANAC,WEATHER,18,13
ALMANAC,WORDS,18,19
ALMANAC,DATES,18, NULL
ALMANAC,HISTORY,18,21
ALMANAC,KNOWLEDGE,18,14
ALMIGHTY,GOD,8,23
ALMIGHTY,POWERFUL,8,10
ALMIGHTY,STRONG,8,11
ALMIGHTY,GREAT,8,18
ALMIGHTY,SUPERIOR,8,19
ALMIGHTY,HIGH,8,11
ALMIGHTY,KING,8,8
ALMIGHTY,MIGHTYMOUSE,8, NULL
ALMOND,NUT,11,14
ALMOND,JOY,11,9
ALMOND,CHOCOLATE,11,17
ALMOND,CANDY,11,14
ALMOND,PEANUT,11,15
ALMOND,BUTTER,11,15
ALMOND,ICECREAM,11,17
ALMOND,KISSES,11, NULL
ALMOND,M&M'S,11, NULL
ALMOND,BAR,11,13
ALMOND,PECAN,11,6
ALONE,LONELY,19,17
ALONE,TOGETHER,19,19
ALONE,SAD,19,7
ALONE,ONE,19,6
ALONE,SOLO,19,15
ALONE,SELF,19,13
ALONE,AFRAID,19,9
ALONE,ISOLATED,19,8
ALONE,DARK,19,8
ALONE,LONESOME,19, NULL
ALONE,SCARED,19,12
ALONE,SINGLE,19,11
